Timestamp,Packet Type,Channel,Message Type,MMSI,Navigation Status,Repeat Indicator,IMO,ROT,SOG,COG,Position Accuracy,Longitude,Latitude,Region,Vessel name,Ship type,True Heading,Radio status,Destination,Maneuver Indicator,Draught,Position fix type,Call sign,ETA,A,B,C,D,Prop message 1,Prop message 2,Prop message 3,Prop message 4,Prop message 5
08:53.2,BSVDM,B,1,353080000,Underway using engine,0,0,0,11,1717,<10m,152.05023,-11.152185,QH68,NaN,Not available (default),161,66369,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
08:53.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
08:55.0,BSVDM,B,1,538009733,Underway using engine,0,0,1,17.5,1700,>10m,152.0786733,-11.00007833,QH68,NaN,Not available (default),168,2249,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354117,-10.59330167,QH69,NaN,Not available (default),,66671,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:03,0,0,0,0,,,,,
09:01.9,BSVDM,A,1,538009733,Underway using engine,0,0,0,17.5,1698,>10m,152.078775,-10.99951667,QH69,NaN,Not available (default),168,20492,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:03.1,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,41,>10m,152.117275,-10.67655667,QH69,NaN,Not available (default),6,49160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:03.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
09:04.6,BSVDM,A,1,353080000,Underway using engine,0,0,0,11,1718,<10m,152.0503183,-11.15157667,QH68,NaN,Not available (default),161,20492,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:07.8,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.5,1697,>10m,152.07886,-10.999035,QH69,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.13541,-10.59330333,QH69,NaN,Not available (default),,67046,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:03,0,0,0,0,,,,,
09:12.3,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,40,>10m,152.1173083,-10.67704333,QH69,NaN,Not available (default),6,99853,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:12.9,BSVDM,A,1,538009733,Underway using engine,0,0,0,17.5,1699,>10m,152.0789317,-10.99863333,QH69,NaN,Not available (default),168,34339,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:13.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
09:14.6,BSVDM,B,1,353080000,Underway using engine,0,0,0,11,1716,<10m,152.050395,-11.15106833,QH68,NaN,Not available (default),161,2248,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:16.1,BSVDM,B,5,353080000,NaN,0,9853084,,,NaN,NaN,0,0,NaN,ULTRA INCAHUASI     ,"Cargo, No additional information",,0,NaN,Not available (default),8.8,GPS,3ELL3  ,,172,27,11,21,,,,,
09:16.1,BSVDM,B,8,545392672,NaN,0,0,,,NaN,NaN,0,0,NaN,NaN,Not available (default),,0,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:20.0,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.5,1698,>10m,152.079035,-10.99806833,QH69,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354117,-10.593305,QH69,NaN,Not available (default),,67421,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:03,0,0,0,0,,,,,
09:21.5,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,40,>10m,152.1173433,-10.67752667,QH69,NaN,Not available (default),6,114696,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:23.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
09:23.8,BSVDM,A,1,353080000,Underway using engine,0,0,0,11,1712,<10m,152.050465,-11.15061,QH68,NaN,Not available (default),161,20492,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:25.8,BSVDM,A,1,538009733,Underway using engine,0,0,0,17.5,1696,>10m,152.0791267,-10.997585,QH69,NaN,Not available (default),168,34823,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354117,-10.593305,QH69,NaN,Not available (default),,49157,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:03,0,0,0,0,,,,,
09:31.8,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.5,1695,>10m,152.0792133,-10.997105,QH69,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:32.1,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,38,>10m,152.1173817,-10.678115,QH69,NaN,Not available (default),5,98346,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:33.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
09:34.2,BSVDM,B,1,353080000,Underway using engine,0,0,0,11,1710,<10m,152.050545,-11.15010333,QH68,NaN,Not available (default),161,2235,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:37.9,BSVDM,A,1,538009733,Underway using engine,0,0,1,17.5,1696,>10m,152.0793,-10.99662333,QH69,NaN,Not available (default),168,81925,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354133,-10.593305,QH69,NaN,Not available (default),,49157,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:04,0,0,0,0,,,,,
09:42.5,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,37,>10m,152.1174183,-10.67865833,QH69,NaN,Not available (default),5,65966,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:42.9,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.5,1697,>10m,152.0793733,-10.99622,QH69,NaN,Not available (default),168,81925,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:43.1,BSVDM,A,1,353080000,Underway using engine,0,0,0,11,1706,<10m,152.0506233,-11.14965,QH68,NaN,Not available (default),161,33222,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:43.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
09:50.0,BSVDM,A,1,538009733,Underway using engine,0,0,0,17.5,1697,>10m,152.0794767,-10.99565667,QH69,NaN,Not available (default),168,99017,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354133,-10.593305,QH69,NaN,Not available (default),,49157,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:04,0,0,0,0,,,,,
09:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,80420,V,0,I
09:52.5,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,35,>10m,152.1174583,-10.67920167,QH69,NaN,Not available (default),5,20496,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:53.2,BSVDM,B,1,353080000,Underway using engine,0,0,0,11,1702,<10m,152.050715,-11.14915167,QH68,NaN,Not available (default),161,49154,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
09:53.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
09:55.0,BSVDM,B,1,538009733,Underway using engine,0,0,1,17.5,1697,>10m,152.0795483,-10.99525333,QH69,NaN,Not available (default),168,66435,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354167,-10.59330333,QH69,NaN,Not available (default),,49157,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:04,0,0,0,0,,,,,
10:01.9,BSVDM,A,1,538009733,Underway using engine,0,0,0,17.5,1698,>10m,152.0796483,-10.99469,QH69,NaN,Not available (default),168,2221,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:03.1,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,34,>10m,152.117495,-10.67980167,QH69,NaN,Not available (default),5,33971,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:03.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
10:04.6,BSVDM,A,1,353080000,Underway using engine,0,0,0,11,1702,<10m,152.050825,-11.14854333,QH68,NaN,Not available (default),161,2253,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:07.8,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.5,1699,>10m,152.0797333,-10.99420667,QH69,NaN,Not available (default),168,34149,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354183,-10.59330333,QH69,NaN,Not available (default),,49157,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:04,0,0,0,0,,,,,
10:12.3,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,32,>10m,152.1175183,-10.68028667,QH69,NaN,Not available (default),5,81928,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:12.9,BSVDM,A,1,538009733,Underway using engine,0,0,251,17.5,1699,>10m,152.079805,-10.99380333,QH69,NaN,Not available (default),168,20496,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:13.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
10:14.5,BSVDM,B,1,353080000,Underway using engine,0,0,0,11,1704,<10m,152.0509033,-11.14803333,QH68,NaN,Not available (default),161,114690,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:20.0,BSVDM,B,1,538009733,Underway using engine,0,0,249,17.5,1700,>10m,152.0799067,-10.99324,QH69,NaN,Not available (default),168,34604,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354183,-10.593305,QH69,NaN,Not available (default),,49157,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:04,0,0,0,0,,,,,
10:21.5,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,31,>10m,152.117545,-10.68077,QH69,NaN,Not available (default),5,100196,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:23.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
10:23.8,BSVDM,A,1,353080000,Underway using engine,0,0,0,11.1,1706,<10m,152.0509733,-11.14757333,QH68,NaN,Not available (default),161,2252,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:25.8,BSVDM,A,1,538009733,Underway using engine,0,0,251,17.5,1699,>10m,152.0799917,-10.99275833,QH69,NaN,Not available (default),168,20496,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.13542,-10.593305,QH69,NaN,Not available (default),,32778,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:04,0,0,0,0,,,,,
10:31.8,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.5,1699,>10m,152.0800783,-10.992275,QH69,NaN,Not available (default),168,32799,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:32.1,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,32,>10m,152.1175733,-10.68130333,QH69,NaN,Not available (default),5,81927,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:33.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
10:33.8,BSVDM,B,1,353080000,Underway using engine,0,0,0,11.1,1708,<10m,152.0510583,-11.14706667,QH68,NaN,Not available (default),162,98409,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:37.9,BSVDM,A,1,538009733,Underway using engine,0,0,0,17.6,1698,>10m,152.080165,-10.99179167,QH69,NaN,Not available (default),168,65796,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354217,-10.59330167,QH69,NaN,Not available (default),,33153,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:05,0,0,0,0,,,,,
10:42.5,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,32,>10m,152.1176117,-10.68195167,QH69,NaN,Not available (default),5,49159,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:42.9,BSVDM,B,1,538009733,Underway using engine,0,0,1,17.6,1700,>10m,152.0802367,-10.99138833,QH69,NaN,Not available (default),168,65982,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:43.1,BSVDM,A,1,353080000,Underway using engine,0,0,0,11.1,1707,<10m,152.0511367,-11.14660833,QH68,NaN,Not available (default),162,20500,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:43.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
10:44.5,PSTXR,,,,,,,,,,,,,,,,,,,,,,,,,,,,STXAIS,7004002,BS6XX 2.00.07,4750045,0x0
10:50.0,BSVDM,A,1,538009733,Underway using engine,0,0,1,17.5,1700,>10m,152.080335,-10.990825,QH69,NaN,Not available (default),168,81925,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354233,-10.5933,QH69,NaN,Not available (default),,33528,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:05,0,0,0,0,,,,,
10:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,80520,V,0,I
10:52.5,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,32,>10m,152.117645,-10.68249167,QH69,NaN,Not available (default),5,2257,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:53.2,BSVDM,B,1,353080000,Underway using engine,0,0,0,11.1,1710,<10m,152.0512133,-11.14609167,QH68,NaN,Not available (default),162,33601,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
10:53.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
10:55.0,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.6,1701,>10m,152.080405,-10.99042167,QH69,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:01.1,BSVDM,A,1,538009733,Underway using engine,0,0,0,17.6,1702,>10m,152.08049,-10.989935,QH69,NaN,Not available (default),169,81925,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.135425,-10.59329833,QH69,NaN,Not available (default),,33903,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:05,0,0,0,0,,,,,
11:03.1,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,32,>10m,152.1176867,-10.68304667,QH69,NaN,Not available (default),5,20500,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:03.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
11:04.7,BSVDM,A,1,353080000,Underway using engine,0,0,0,11.2,1712,<10m,152.051305,-11.145475,QH68,NaN,Not available (default),162,81921,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:07.8,BSVDM,B,1,538009733,Underway using engine,0,0,251,17.6,1702,>10m,152.0805883,-10.98937167,QH69,NaN,Not available (default),168,20500,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354267,-10.59329667,QH69,NaN,Not available (default),,34278,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:05,0,0,0,0,,,,,
11:12.3,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,34,>10m,152.1177233,-10.68354,QH69,NaN,Not available (default),5,67085,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:12.9,BSVDM,A,1,538009733,Underway using engine,0,0,249,17.6,1701,>10m,152.08066,-10.98896833,QH69,NaN,Not available (default),168,2260,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:13.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
11:14.5,BSVDM,B,1,353080000,Underway using engine,0,0,0,11.2,1714,<10m,152.05138,-11.14496833,QH68,NaN,Not available (default),161,99935,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:20.0,BSVDM,B,1,538009733,Underway using engine,0,0,251,17.6,1700,>10m,152.08076,-10.98840333,QH69,NaN,Not available (default),168,20500,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354283,-10.59329667,QH69,NaN,Not available (default),,34653,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:05,0,0,0,0,,,,,
11:21.5,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,37,>10m,152.11775,-10.68401833,QH69,NaN,Not available (default),5,81927,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:23.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
11:23.9,BSVDM,A,1,353080000,Underway using engine,0,0,0,11.2,1712,<10m,152.051455,-11.14450333,QH68,NaN,Not available (default),161,114689,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:25.8,BSVDM,A,1,538009733,Underway using engine,0,0,251,17.6,1700,>10m,152.0808467,-10.98792,QH69,NaN,Not available (default),168,2253,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354267,-10.59329833,QH69,NaN,Not available (default),,20504,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:05,0,0,0,0,,,,,
11:31.8,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.6,1700,>10m,152.080935,-10.98743667,QH69,NaN,Not available (default),168,20504,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:32.1,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,36,>10m,152.117785,-10.68459167,QH69,NaN,Not available (default),5,65578,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:33.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
11:33.8,BSVDM,B,1,353080000,Underway using engine,0,0,0,11.2,1703,<10m,152.05155,-11.14398833,QH68,NaN,Not available (default),160,81921,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:37.9,BSVDM,A,1,538009733,Underway using engine,0,0,0,17.6,1699,>10m,152.0810217,-10.98695167,QH69,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.135425,-10.59330167,QH69,NaN,Not available (default),,20504,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:06,0,0,0,0,,,,,
11:42.5,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,37,>10m,152.1178267,-10.68512833,QH69,NaN,Not available (default),5,33198,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:42.9,BSVDM,B,1,538009733,Underway using engine,0,0,1,17.6,1701,>10m,152.0810917,-10.98654833,QH69,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:43.1,BSVDM,A,1,353080000,Underway using engine,0,0,0,11.1,1686,<10m,152.0516517,-11.14354833,QH68,NaN,Not available (default),160,2269,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:43.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
11:50.0,BSVDM,A,1,538009733,Underway using engine,0,0,1,17.6,1702,>10m,152.0811883,-10.98598333,QH69,NaN,Not available (default),168,66249,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354233,-10.59330333,QH69,NaN,Not available (default),,20504,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:06,0,0,0,0,,,,,
11:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,80620,V,0,I
11:52.7,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,40,>10m,152.1178667,-10.68566167,QH69,NaN,Not available (default),5,81927,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
11:53.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
11:55.0,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.6,1702,>10m,152.0812567,-10.98558,QH69,NaN,Not available (default),168,33667,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:01.1,BSVDM,A,1,538009733,Underway using engine,0,0,0,17.6,1703,>10m,152.08134,-10.985095,QH69,NaN,Not available (default),168,66665,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.13542,-10.59330667,QH69,NaN,Not available (default),,20504,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:06,0,0,0,0,,,,,
12:03.1,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,39,>10m,152.117905,-10.68619833,QH69,NaN,Not available (default),5,2203,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:03.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
12:04.7,BSVDM,A,1,353080000,Underway using engine,0,0,0,11,1666,>10m,152.0519183,-11.14245333,QH68,NaN,Not available (default),161,66799,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:07.8,BSVDM,B,1,538009733,Underway using engine,0,0,249,17.6,1701,>10m,152.0814417,-10.98453,QH69,NaN,Not available (default),168,2232,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.135415,-10.59330833,QH69,NaN,Not available (default),,20504,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:06,0,0,0,0,,,,,
12:12.3,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,41,>10m,152.1179417,-10.686735,QH69,NaN,Not available (default),5,49159,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:13.2,BSVDM,A,1,538009733,Underway using engine,0,0,249,17.6,1700,>10m,152.0815,-10.98410667,QH69,NaN,Not available (default),168,99885,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:13.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
12:14.5,BSVDM,B,1,353080000,Underway using engine,0,0,0,11.1,1672,>10m,152.05203,-11.14194833,QH68,NaN,Not available (default),161,81921,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:20.0,BSVDM,B,1,538009733,Underway using engine,0,0,249,17.6,1699,>10m,152.0816133,-10.98356,QH69,NaN,Not available (default),168,2225,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.135415,-10.59330833,QH69,NaN,Not available (default),,20504,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:06,0,0,0,0,,,,,
12:21.5,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,40,>10m,152.1179783,-10.68727,QH69,NaN,Not available (default),5,67428,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:23.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
12:23.9,BSVDM,A,1,353080000,Underway using engine,0,0,0,11.1,1677,>10m,152.0521283,-11.14149667,QH68,NaN,Not available (default),161,100286,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:25.9,BSVDM,A,1,538009733,Underway using engine,0,0,251,17.6,1697,>10m,152.0817033,-10.98307667,QH69,NaN,Not available (default),168,100362,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.135415,-10.593305,QH69,NaN,Not available (default),,2250,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:06,0,0,0,0,,,,,
12:31.8,BSVDM,B,1,538009733,Underway using engine,0,0,251,17.6,1695,>10m,152.081795,-10.98259333,QH69,NaN,Not available (default),168,2249,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:32.1,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,38,>10m,152.1180183,-10.68780333,QH69,NaN,Not available (default),5,49159,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:33.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
12:33.8,BSVDM,B,1,353080000,Underway using engine,0,0,0,11.1,1681,>10m,152.0522317,-11.140995,QH68,NaN,Not available (default),162,65641,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:37.9,BSVDM,A,1,538009733,Underway using engine,0,0,0,17.6,1694,>10m,152.0818867,-10.98211,QH69,NaN,Not available (default),168,33028,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354133,-10.593305,QH69,NaN,Not available (default),,2250,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 8:07,0,0,0,0,,,,,
12:42.5,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,37,>10m,152.118055,-10.688335,QH69,NaN,Not available (default),5,20508,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:42.9,BSVDM,B,3,538009733,Underway using engine,0,0,1,17.6,1695,>10m,152.0819617,-10.98170667,QH69,NaN,Not available (default),168,4099,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:43.6,BSVDM,A,1,353080000,Underway using engine,0,0,0,11.1,1685,>10m,152.052335,-11.14049167,QH68,NaN,Not available (default),161,81921,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
12:43.8,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
12:44.5,PSTXR,,,,,,,,,,,,,,,,,,,,,,,,,,,,STXAIS,7004002,BS6XX 2.00.07,4750047,0x0
12:49.8,BSVDM,B,5,538009733,NaN,0,9318462,,,NaN,NaN,0,0,NaN,VIKING QUEEN        ,"Cargo, all ships of this type",,0,NaN,Not available (default),9.2,GPS,V7A5096,,24,175,22,10,,,,,
